# Time, Observed
4.627923859600476,1.0
3.8018894095576528,1.0
2.9910420738155423,1.0
1.1883771885577439,0.0
1.0146650193752127,0.0
4.112158910206784,1.0
0.02368959796748671,1.0
4.87572576991268,1.0
4.3305319045907975,1.0
5.506644735077661,1.0
3.2552662080675674,1.0
2.2400445603088155,1.0
2.6509990465379767,0.0
3.7066018708159034,1.0
3.902383091588804,1.0
4.831339180996479,1.0
5.45189328485201,1.0
0.5427560956254441,0.0
0.6839061711812986,1.0
0.2813779163354986,0.0
3.285516935515461,0.0
1.1936852380728735,1.0
2.109915836592528,0.0
1.7757702412780723,1.0
1.9530698269934927,1.0
2.355175463679524,1.0
4.926633947021571,1.0
2.3046866921531968,0.0
5.925752849411234,0.0
4.95673706305644,1.0
3.584229889385305,1.0
3.2073476928108904,1.0
0.23569060335232403,1.0
0.4776785409357851,0.0
1.984315871892792,1.0
0.2397552521398636,0.0
1.8895612310561296,0.0
2.078082900480198,1.0
5.279491047107496,0.0
5.26857985634915,1.0
3.63346538636254,1.0
3.587019887777842,0.0
1.8052278536442437,1.0
1.8183753639062084,0.0
3.3454691319758654,0.0
2.850793484490304,0.0
0.3855063641689466,1.0
2.0382470618271817,1.0
5.862484355536091,0.0
1.9096368328737072,1.0
3.4688185792948047,1.0
0.40858364122770013,1.0
4.691694711714891,0.0
3.516131880319055,0.0
2.103938347698798,1.0
1.798379234547377,1.0
4.040801551708324,0.0
0.30286602092398573,1.0
0.6483826366767154,1.0
5.314962577006233,1.0
1.3126160950772203,0.0
0.6412775063614149,0.0
2.818711760642967,0.0
0.885721153711786,1.0
3.8704327588094505,1.0
1.4916750468166167,1.0
1.3606400596200552,1.0
5.533396721421278,1.0
3.40049954745,1.0
0.08916014779936865,1.0
3.438173424199115,1.0
3.369344161658214,1.0
3.5051749711840534,0.0
0.8912007081387514,0.0
4.16334039805447,0.0
2.637631426647543,1.0
3.0418717755842843,0.0
0.5406404083466312,1.0
3.390758123746827,0.0
1.1886039432976134,0.0
1.775422573325024,1.0
0.18410904223767763,0.0
4.469184461700406,1.0
2.310681597392919,1.0
5.029567924222157,1.0
4.696288909469827,1.0
3.6189778551722087,1.0
3.694421256201416,0.0
4.502787662924947,0.0
2.7510852374236374,1.0
2.904125341720955,1.0
1.0488833689327164,1.0
5.092584430867393,0.0
2.7401852119210326,0.0
0.7003770656817796,1.0
0.5679542444619183,1.0
0.4625124264962317,0.0
3.4426573887072127,1.0
3.934360456287589,1.0
2.1072810179784525,1.0
4.879896502024825,1.0
2.3605146746190924,1.0
2.3041846086943942,0.0
4.976411518963415,1.0
3.0456054483297565,0.0
1.2791193922718886,1.0
5.7956775090468895,1.0
5.193315709363699,0.0
0.15158367259090255,0.0
1.1077610280855927,1.0
1.5448525404272586,0.0
2.747097071846463,0.0
4.859349992401072,1.0
0.14659586989898463,1.0
1.6457689140923772,0.0
2.13463405694198,0.0
5.067713166863103,1.0
3.35451909841955,1.0
2.265851511444481,1.0
3.067251877712792,0.0
1.8012636695640785,1.0
4.759639398165684,0.0
1.1092052999454742,1.0
3.4156283982077302,0.0
5.933501845177207,0.0
3.6882102778810175,0.0
4.816655618089478,1.0
4.9272988571895615,1.0
1.648770789556612,1.0
5.631085183256025,1.0
1.5804189897405452,1.0
2.7523453751391815,1.0
4.083446246666668,1.0
0.28043536296837,1.0
5.15189409281056,1.0
5.783403137029698,1.0
5.585495015086509,1.0
0.6837618525281532,0.0
4.599360759425441,0.0
3.82821048806776,1.0
3.260790230849496,0.0
5.388145853097092,1.0
2.3047310949214164,1.0
5.383679668916088,0.0
2.4322757305774143,1.0
0.5218164535477056,0.0
1.827440132079721,1.0
5.270797070559977,1.0
3.6057252434740574,1.0
0.33976921702863727,1.0
4.1506476454588,1.0
4.8180452203013875,1.0
4.543716241893689,1.0
0.49572174777295647,1.0
3.1731232761727566,1.0
1.2285696841811773,0.0
4.759615951958524,1.0
5.780145034328946,1.0
3.3039647053308903,0.0
2.0714207391711446,1.0
4.805110858701696,1.0
0.8595150654310918,1.0
0.3476988360603284,0.0
3.06199070729307,1.0
0.8790940759008099,1.0
3.608642257096837,1.0
1.7324092832518516,1.0
3.304836384245693,1.0
3.481988108807859,1.0
3.693012702351244,1.0
3.1007356669226516,1.0
3.030354705338767,1.0
2.479827933387422,0.0
2.0558587533871595,1.0
3.9769305083999327,1.0
3.676375091574324,1.0
1.3074506172170564,1.0
0.05861986271811448,1.0
0.7923307636319212,1.0
5.461383819958578,0.0
0.5249583151434323,1.0
4.626427531847127,1.0
0.5227701415950732,1.0
4.639269730513568,1.0
3.2269946031238446,0.0
1.6351570559468107,0.0
2.860109824299972,1.0
2.6444223444828063,1.0
4.309423081917882,1.0
0.2239320540680345,1.0
2.8633248054476064,0.0
3.6851774022881414,1.0
4.403364225953,0.0
0.4071318665214021,0.0
3.354751823762893,0.0
1.6073291142125508,1.0
0.1160847697069638,1.0
0.20341507879537055,1.0
2.1629118609243525,1.0
2.473424451104732,1.0
1.4202652588809623,1.0
4.0275414307537885,0.0
5.118932479142413,1.0
2.656617919928707,1.0
3.91196909043666,1.0
5.353616710156127,1.0
0.8136586336024156,1.0
3.160999329222455,1.0
2.5795566171394335,1.0
3.2241241525417768,1.0
0.35336406864464265,0.0
1.0451996588486783,1.0
4.865605350450635,1.0
3.4565442720719255,1.0
3.910718230687293,1.0
3.021448438303984,1.0
4.840146897662942,0.0
3.683610759986628,1.0
4.289927735071957,1.0
1.7288734859628667,0.0
2.659062522164084,1.0
0.6871626733575813,0.0
3.8934309086736816,0.0
1.713841249392991,0.0
2.210051431981341,1.0
4.572400811879256,0.0
0.6297444721301276,0.0
3.8729319764650545,1.0
0.010557894626158635,1.0
4.847199199590554,1.0
1.6745376424327556,0.0
2.8841295899451422,1.0
5.489564554609611,0.0
2.3691497784952436,1.0
1.6537178016225684,1.0
4.614072942141039,1.0
5.226029851464002,1.0
4.735132727551058,0.0
5.02902329118423,0.0
1.8442765112247863,1.0
1.4181203713426696,1.0
1.166869045932229,1.0
5.592502053390656,1.0
3.377082280225538,0.0
3.1628812853097994,1.0
1.7704553634359919,1.0
0.11839475703972369,1.0
0.2297604251150196,0.0
4.992508567876492,1.0
3.056012349084832,0.0
0.1779296447863694,1.0
1.991064001406966,1.0
3.589041048338846,0.0
2.472802652183644,0.0
0.4850544227448339,1.0
4.85620400292921,1.0
0.10145886812824623,1.0
5.4678013461146895,1.0
1.7213441900262465,0.0
3.7022673178644983,0.0
1.3725336822954954,0.0
5.066150841049189,1.0
4.866825838512972,0.0
3.662570693894599,1.0
3.837774890973376,0.0
0.14843270049371715,0.0
1.0295581173732804,0.0
1.7115937387308768,0.0
3.4933374155160566,1.0
1.936896813451828,1.0
1.1696079886985205,1.0
0.6240843906642546,1.0
0.5570858705237469,1.0
4.455544445668444,1.0
0.5409670130701247,1.0
5.305953980198601,1.0
3.121048113764992,1.0
5.600089896498115,1.0
4.750750482960521,1.0
4.729271354275322,0.0
0.6795188065043383,1.0
0.02534348105044204,1.0
0.793748183732174,1.0
1.8175781174557344,0.0
1.5339753150931543,0.0
2.41078729799458,1.0
3.889259611449545,0.0
1.3646334837109688,1.0
5.188589800697872,1.0
4.526954849449589,1.0
2.4012725414566902,0.0
2.234211476473888,1.0
0.4827817041431486,1.0
1.6855288015992431,1.0
1.7929631799160983,1.0
1.35816082811304,1.0
0.838681685923175,1.0
1.17356289750454,1.0
1.2599530205402751,1.0
2.9080794182536542,
